Latticeparameter(angstrom)forAu,Potentialenergy(eV)forAu,Latticeparameterlinspace(angstrom)forAu,Fittedenergy(eV)curveforAu,Latticeparameter(angstrom)forminE_potforAu,MinimumE_pot(eV)forAu,Latticeparameter(angstrom)forPt,Potentialenergy(eV)forPt,Latticeparameterlinspace(angstrom)forPt,Fittedenergy(eV)curveforPt,Latticeparameter(angstrom)forminE_potforPt,MinimumE_pot(eV)forPt,Latticeparameter(angstrom)forRh,Potentialenergy(eV)forRh,Latticeparameterlinspace(angstrom)forRh,Fittedenergy(eV)curveforRh,Latticeparameter(angstrom)forminE_potforRh,MinimumE_pot(eV)forRh
,,4.202399999999998,-3.143412060228158,,,,,4.006399999999998,-6.424888806670481,,,,,3.8773999999999984,-7.297359301946955,,
,,4.202499999999998,-3.143390156364702,,,,,4.006499999999998,-6.42483793709583,,,,,3.877499999999999,-7.2973074389565085,,
,,4.202599999999999,-3.1433681663974227,,,,,4.006599999999999,-6.424786929397172,,,,,3.8775999999999984,-7.297255438760331,,
,,4.202699999999998,-3.143346090326361,,,,,4.006699999999999,-6.424735783574519,,,,,3.877699999999999,-7.297203301358435,,
,,4.202799999999998,-3.143323928151503,,,,,4.006799999999998,-6.424684499627887,,,,,3.8777999999999984,-7.297151026750839,,
,,4.202899999999998,-3.1433016798728346,,,,,4.006899999999998,-6.424633077557246,,,,,3.877899999999999,-7.297098614937511,,
,,4.202999999999999,-3.1432793454903845,,,,,4.006999999999999,-6.424581517362597,,,,,3.8779999999999983,-7.297046065918465,,
,,4.203099999999998,-3.143256925004124,,,,,4.007099999999999,-6.424529819043968,,,,,3.878099999999999,-7.296993379693717,,
,,4.203199999999998,-3.1432344184140533,,,,,4.007199999999998,-6.424477982601331,,,,,3.8781999999999983,-7.296940556263237,,
,,4.203299999999998,-3.1432118257202006,,,,,4.007299999999998,-6.4244260080347,,,,,3.8782999999999994,-7.296887595627069,,
,,4.203399999999999,-3.1431891469225377,,,,,4.007399999999999,-6.424373895344075,,,,,3.8783999999999983,-7.296834497785142,,
,,4.203499999999998,-3.143166382021093,,,,,4.007499999999999,-6.424321644529456,,,,,3.8784999999999994,-7.2967812627375395,,
,,4.203599999999998,-3.1431435310158378,,,,,4.007599999999998,-6.424269255590829,,,,,3.8785999999999983,-7.296727890484192,,
,,4.203699999999998,-3.1431205939067723,,,,,4.007699999999998,-6.424216728528222,,,,,3.8786999999999994,-7.296674381025141,,
,,4.203799999999998,-3.143097570693911,,,,,4.007799999999999,-6.424164063341593,,,,,3.8787999999999982,-7.29662073436036,,
,,4.203899999999998,-3.143074461377253,,,,,4.007899999999999,-6.424111260030983,,,,,3.8788999999999993,-7.296566950489876,,
,,4.203999999999998,-3.1430512659567995,,,,,4.007999999999998,-6.42405831859638,,,,,3.8789999999999982,-7.29651302941366,,
,,4.204099999999998,-3.1430279844325497,,,,,4.008099999999998,-6.424005239037768,,,,,3.8790999999999984,-7.296458971131742,,
,,4.204199999999998,-3.143004616804504,,,,,4.008199999999999,-6.423952021355163,,,,,3.879199999999998,-7.296404775644106,,
,,4.204299999999998,-3.142981163072648,,,,,4.008299999999998,-6.423898665548563,,,,,3.8792999999999984,-7.2963504429507395,,
,,4.204399999999998,-3.142957623236996,,,,,4.008399999999998,-6.42384517161797,,,,,3.879399999999998,-7.29629597305167,,
,,4.204499999999998,-3.142933997297547,,,,,4.008499999999998,-6.423791539563382,,,,,3.8794999999999984,-7.296241365946884,,
,,4.204599999999998,-3.1429102852543025,,,,,4.008599999999999,-6.423737769384786,,,,,3.879599999999998,-7.29618662163638,,
,,4.204699999999998,-3.142886487107248,,,,,4.008699999999998,-6.423683861082196,,,,,3.8796999999999984,-7.2961317401201455,,
,,4.204799999999998,-3.142862602856397,,,,,4.008799999999998,-6.423629814655612,,,,,3.879799999999999,-7.296076721398208,,
,,4.204899999999999,-3.142838632501736,,,,,4.008899999999999,-6.42357563010502,,,,,3.8798999999999984,-7.296021565470554,,
,,4.204999999999998,-3.1428145760432926,,,,,4.008999999999999,-6.423521307430448,,,,,3.879999999999999,-7.295966272337182,,
,,4.205099999999998,-3.142790433481053,,,,,4.009099999999998,-6.423466846631868,,,,,3.8800999999999983,-7.295910841998094,,
,,4.205199999999998,-3.142766204815004,,,,,4.009199999999998,-6.423412247709294,,,,,3.880199999999999,-7.295855274453274,,
,,4.205299999999999,-3.1427418900451585,,,,,4.009299999999999,-6.423357510662726,,,,,3.8802999999999983,-7.295799569702751,,
,,4.205399999999998,-3.142717489171517,,,,,4.009399999999999,-6.423302635492149,,,,,3.8803999999999994,-7.295743727746512,,
,,4.205499999999998,-3.142693002194079,,,,,4.009499999999998,-6.423247622197593,,,,,3.8804999999999983,-7.295687748584555,,
,,4.205599999999998,-3.142668429112831,,,,,4.009599999999998,-6.423192470779028,,,,,3.8805999999999994,-7.295631632216882,,
,,4.205699999999998,-3.142643769927787,,,,,4.009699999999999,-6.42313718123647,,,,,3.8806999999999983,-7.295575378643491,,
,,4.205799999999998,-3.1426190246389467,,,,,4.009799999999999,-6.423081753569917,,,,,3.8807999999999994,-7.295518987864384,,
,,4.205899999999998,-3.1425941932463104,,,,,4.009899999999998,-6.423026187779357,,,,,3.8808999999999982,-7.295462459879559,,
,,4.205999999999998,-3.142569275749878,,,,,4.009999999999998,-6.422970483864816,,,,,3.8809999999999993,-7.295405794689017,,
,,4.206099999999998,-3.142544272149621,,,,,4.010099999999999,-6.422914641826253,,,,,3.881099999999998,-7.295348992292773,,
,,4.206199999999998,-3.1425191824455823,,,,,4.010199999999998,-6.42285866166371,,,,,3.8811999999999984,-7.295292052690797,,
,,4.206299999999998,-3.142494006637748,,,,,4.010299999999998,-6.422802543377173,,,,,3.881299999999998,-7.295234975883105,,
,,4.206399999999998,-3.1424687447261164,,,,,4.010399999999998,-6.4227462869666425,,,,,3.8813999999999984,-7.295177761869695,,
,,4.206499999999998,-3.142443396710675,,,,,4.010499999999999,-6.422689892432103,,,,,3.881499999999998,-7.295120410650568,,
,,4.206599999999998,-3.1424179625914377,,,,,4.010599999999998,-6.42263335977357,,,,,3.8815999999999984,-7.295062922225725,,
,,4.206699999999998,-3.142392442368404,,,,,4.010699999999998,-6.422576688991029,,,,,3.881699999999998,-7.295005296595178,,
,,4.206799999999998,-3.142366836041574,,,,,4.010799999999998,-6.422519880084508,,,,,3.8817999999999984,-7.294947533758901,,
,,4.206899999999998,-3.1423411436109348,,,,,4.010899999999999,-6.422462933053978,,,,,3.881899999999998,-7.294889633716906,,
,,4.206999999999998,-3.142315365076513,,,,,4.010999999999998,-6.422405847899455,,,,,3.8819999999999983,-7.294831596469194,,
,,4.207099999999998,-3.142289500438281,,,,,4.011099999999998,-6.422348624620938,,,,,3.882099999999999,-7.294773422015794,,
,,4.207199999999999,-3.1422635496962386,,,,,4.011199999999999,-6.422291263218426,,,,,3.8821999999999983,-7.294715110356648,,
,,4.207299999999998,-3.1422375128504,,,,,4.011299999999999,-6.4222337636919065,,,,,3.8822999999999994,-7.294656661491786,,
,,4.207399999999998,-3.14221138990078,,,,,4.011399999999998,-6.422176126041407,,,,,3.8823999999999983,-7.29459807542122,,
,,4.207499999999998,-3.142185180847349,,,,,4.011499999999998,-6.422118350266899,,,,,3.8824999999999994,-7.294539352144923,,
,,4.207599999999999,-3.1421588856901224,,,,,4.011599999999999,-6.4220604363683975,,,,,3.8825999999999983,-7.294480491662924,,
,,4.207699999999998,-3.1421325044290853,,,,,4.011699999999999,-6.422002384345888,,,,,3.8826999999999994,-7.294421493975193,,
,,4.207799999999998,-3.1421060370642664,,,,,4.011799999999998,-6.421944194199398,,,,,3.8827999999999983,-7.294362359081759,,
,,4.207899999999998,-3.142079483595637,,,,,4.011899999999998,-6.4218858659289,,,,,3.8828999999999994,-7.294303086982595,,
,,4.207999999999998,-3.142052844023212,,,,,4.011999999999999,-6.421827399534408,,,,,3.8829999999999982,-7.294243677677727,,
,,4.208099999999998,-3.1420261183469904,,,,,4.0120999999999984,-6.421768795015922,,,,,3.8830999999999984,-7.294184131167128,,
,,4.208199999999998,-3.1419993065669587,,,,,4.012199999999998,-6.421710052373427,,,,,3.883199999999998,-7.294124447450827,,
,,4.208299999999998,-3.141972408683145,,,,,4.012299999999998,-6.421651171606953,,,,,3.8832999999999984,-7.294064626528794,,
,,4.208399999999998,-3.141945424695507,,,,,4.012399999999999,-6.421592152716457,,,,,3.883399999999998,-7.294004668401058,,
,,4.208499999999998,-3.141918354604087,,,,,4.012499999999998,-6.42153299570198,,,,,3.8834999999999984,-7.293944573067591,,
,,4.208599999999998,-3.1418911984088567,,,,,4.012599999999998,-6.42147370056351,,,,,3.883599999999998,-7.293884340528422,,
,,4.208699999999998,-3.1418639561098445,,,,,4.012699999999998,-6.421414267301046,,,,,3.8836999999999984,-7.293823970783535,,
,,4.208799999999998,-3.141836627707022,,,,,4.012799999999999,-6.421354695914573,,,,,3.883799999999998,-7.293763463832931,,
,,4.208899999999998,-3.1418092132004034,,,,,4.012899999999998,-6.4212949864041065,,,,,3.8838999999999984,-7.293702819676596,,
,,4.208999999999998,-3.1417817125899887,,,,,4.012999999999998,-6.421235138769646,,,,,3.883999999999998,-7.293642038314559,,
,,4.209099999999998,-3.141754125875764,,,,,4.013099999999998,-6.421175153011177,,,,,3.8840999999999983,-7.293581119746804,,
,,4.209199999999998,-3.141726453057757,,,,,4.013199999999999,-6.421115029128728,,,,,3.884199999999998,-7.293520063973332,,
,,4.209299999999998,-3.14169869413594,,,,,4.013299999999998,-6.421054767122271,,,,,3.8842999999999983,-7.2934588709941295,,
,,4.209399999999998,-3.1416708491103265,,,,,4.013399999999998,-6.42099436699182,,,,,3.884399999999998,-7.293397540809224,,
,,4.209499999999999,-3.1416429179808887,,,,,4.013499999999999,-6.420933828737361,,,,,3.8844999999999983,-7.293336073418601,,
,,4.209599999999998,-3.1416149007476832,,,,,4.013599999999999,-6.420873152358922,,,,,3.884599999999998,-7.293274468822261,,
,,4.209699999999998,-3.1415867974106675,,,,,4.013699999999998,-6.420812337856475,,,,,3.8846999999999983,-7.2932127270202045,,
,,4.209799999999998,-3.141558607969856,,,,,4.013799999999998,-6.420751385230034,,,,,3.8847999999999994,-7.293150848012431,,
,,4.209899999999998,-3.141530332425248,,,,,4.013899999999999,-6.420690294479599,,,,,3.8848999999999982,-7.29308883179894,,
,,4.209999999999998,-3.141501970776829,,,,,4.013999999999999,-6.420629065605169,,,,,3.8849999999999993,-7.293026678379732,,
,,4.210099999999998,-3.1414735230246293,,,,,4.014099999999998,-6.420567698606732,,,,,3.885099999999998,-7.292964387754807,,
,,4.210199999999998,-3.141444989168619,,,,,4.014199999999998,-6.4205061934843,,,,,3.8851999999999984,-7.292901959924166,,
,,4.210299999999998,-3.1414163692088124,,,,,4.014299999999999,-6.420444550237889,,,,,3.885299999999998,-7.292839394887807,,
,,4.210399999999998,-3.141387663145196,,,,,4.014399999999998,-6.420382768867469,,,,,3.8853999999999984,-7.292776692645731,,
,,4.210499999999998,-3.141358870977797,,,,,4.014499999999998,-6.420320849373027,,,,,3.885499999999998,-7.292713853197938,,
,,4.210599999999998,-3.141329992706588,,,,,4.014599999999998,-6.42025879175462,,,,,3.8855999999999984,-7.292650876544442,,
,,4.210699999999998,-3.1413010283315685,,,,,4.014699999999999,-6.420196596012218,,,,,3.885699999999998,-7.292587762685201,,
,,4.210799999999998,-3.141271977852753,,,,,4.014799999999998,-6.420134262145794,,,,,3.8857999999999984,-7.292524511620272,,
,,4.210899999999998,-3.141242841270156,,,,,4.014899999999998,-6.420071790155376,,,,,3.885899999999998,-7.292461123349611,,
,,4.210999999999998,-3.1412136185837483,,,,,4.014999999999998,-6.420009180040978,,,,,3.8859999999999983,-7.292397597873247,,
,,4.211099999999998,-3.141184309793545,,,,,4.015099999999999,-6.419946431802586,,,,,3.886099999999998,-7.292333935191152,,
,,4.211199999999998,-3.141154914899545,,,,,4.015199999999998,-6.419883545440172,,,,,3.8861999999999983,-7.29227013530334,,
,,4.211299999999998,-3.141125433901749,,,,,4.015299999999998,-6.4198205209537775,,,,,3.886299999999998,-7.292206198209811,,
,,4.211399999999998,-3.1410958668001427,,,,,4.015399999999998,-6.419757358343389,,,,,3.8863999999999983,-7.29214212391058,,
,,4.211499999999998,-3.1410662135947405,,,,,4.015499999999999,-6.419694057608993,,,,,3.886499999999998,-7.292077912405617,,
,,4.211599999999998,-3.141036474285542,,,,,4.015599999999998,-6.419630618750617,,,,,3.8865999999999983,-7.292013563694937,,
,,4.211699999999998,-3.141006648872548,,,,,4.015699999999998,-6.419567041768232,,,,,3.886699999999998,-7.291949077778554,,
,,4.2117999999999975,-3.1409767373557287,,,,,4.015799999999998,-6.41950332666184,,,,,3.8867999999999983,-7.29188445465644,,
,,4.211899999999998,-3.140946739735128,,,,,4.015899999999999,-6.419439473431467,,,,,3.886899999999998,-7.291819694328609,,
,,4.211999999999998,-3.140916656010731,,,,,4.015999999999998,-6.419375482077086,,,,,3.8869999999999982,-7.291754796795075,,
